valence,energy,release_date,popularity
0.759,0.816,0.943548,0.17
0.674,0.723,0.604839,0.48
0.804,0.658,0.798387,0.55
0.381,0.814,0.935484,0.42
0.206,0.959,0.943548,0.15
0.811,0.682,0.935484,0.4
0.4,0.442,0.717742,0.57
0.931,0.522,0.951613,0.08
0.281,0.312,0.637097,0.16
0.238,0.943,0.951613,0.43
0.48,0.516,0.830645,0.27
0.59,0.865,0.919355,0.4
0.737,0.751,0.903226,0.29
0.56,0.681,0.580645,0.39
0.62,0.664,0.620968,0.44
0.576,0.889,0.959677,0.26
0.298,0.666,0.806452,0.26
0.532,0.922,0.887097,0.42
0.728,0.845,0.854839,0.39
0.173,0.369,0.879032,0.23
0.616,0.837,0.548387,0.38
0.944,0.701,0.814516,0.5
0.34,0.965,0.951613,0.41
0.716,0.757,0.959677,0.48
0.589,0.812,0.572581,0.19
0.314,0.783,0.951613,0.21
0.689,0.513,0.645161,0.31
0.436,0.496,0.782258,0.3
0.501,0.76,0.806452,0.29
0.098,0.641,0.919355,0.23
0.284,0.702,0.927419,0.72
0.046,0.261,0.612903,0.43
0.445,0.977,0.830645,0.3
0.755,0.721,0.943548,0.42
0.112,0.985,0.798387,0.34
0.53,0.948,0.943548,0.26
0.529,0.682,0.669355,0.52
0.886,0.521,0.943548,0.59
0.403,0.504,0.959677,0.61
0.769,0.7,0.943548,0.6
0.458,0.988,0.879032,0.29
0.785,0.842,0.790323,0.28
0.803,0.869,0.887097,0.5
0.48,0.961,0.943548,0.21
0.499,0.959,0.830645,0.41
0.707,0.593,0.540323,0.5
0.477,0.735,0.951613,0.47
0.248,0.923,0.967742,0.3
0.038,0.453,0.951613,0.45
0.429,0.652,0.927419,0.24
0.335,0.938,0.862903,0.6
0.039,0.053,0.943548,0.54
0.456,0.78,0.862903,0.63
0.421,0.392,0.540323,0.22
0.735,0.875,0.91129,0.31
0.82,0.679,0.895161,0.48
0.159,0.634,0.959677,0.16
0.042,0.02,0.919355,0.24
0.17,0.513,0.943548,0.65
0.541,0.533,0.66129,0.23
0.236,0.643,0.959677,0.25
0.317,0.758,0.91129,0.46
0.313,0.276,0.91129,0.26
0.685,0.875,0.927419,0.27
0.685,0.783,0.879032,0.08
0.765,0.497,0.564516,0.62
0.697,0.456,0.951613,0.47
0.948,0.65,0.927419,0.33
0.444,0.941,0.927419,0.39
0.354,0.98,0.685484,0.33
0.413,0.979,0.959677,0.43
0.116,0.486,0.943548,0.29
0.096,0.111,0.943548,0.08
0.425,0.963,0.959677,0.31
0.761,0.723,0.814516,0.54
0.521,0.959,0.919355,0.1
0.458,0.444,0.959677,0.32
0.747,0.607,0.524194,0.32
0.111,0.301,0.951613,0.28
0.769,0.883,0.887097,0.51
0.701,0.886,0.951613,0.27
0.113,0.544,0.758065,0.42
0.75,0.826,0.935484,0.64
0.394,0.955,0.854839,0.45
0.412,0.779,0.919355,0.27
0.036,0.154,0.870968,0.18
0.742,0.821,0.895161,0.43
0.925,0.538,0.75,0.32
0.624,0.812,0.532258,0.24
0.924,0.593,0.951613,0.24
0.48,0.685,0.959677,0.41
0.397,0.411,0.870968,0.22
0.117,0.155,0.927419,0.1
0.258,0.992,0.927419,0.32
0.786,0.733,0.653226,0.17
0.618,0.951,0.927419,0.19
0.695,0.28,0.830645,0.59
0.714,0.905,0.887097,0.17
0.351,0.324,0.967742,0.26
0.315,0.519,0.951613,0.27
0.72,0.68,0.709677,0.13
0.566,0.798,0.854839,0.31
0.291,0.531,0.951613,0.53
0.382,0.702,0.91129,0.41
0.218,0.916,0.846774,0.14
0.178,0.724,0.935484,0.44
0.72,0.382,0.919355,0.54
0.662,0.813,0.572581,0.48
0.582,0.643,0.854839,0.64
0.382,0.307,0.951613,0.42
0.406,0.838,0.83871,0.36
0.117,0.435,0.806452,0.37
0.304,0.455,0.870968,0.41
0.433,0.825,0.91129,0.31
0.225,0.988,0.862903,0.4
0.656,0.936,0.959677,0.27
0.119,0.825,0.862903,0.09
0.151,0.752,0.903226,0.48
0.353,0.633,0.854839,0.23
0.434,0.843,0.895161,0.76
0.703,0.976,0.870968,0.28
0.245,0.969,0.935484,0.55
0.784,0.674,0.951613,0.67
0.464,0.891,0.935484,0.38
0.351,0.707,0.927419,0.45
0.241,0.934,0.83871,0.29
0.637,0.868,0.919355,0.27
0.292,0.719,0.758065,0.18
0.443,0.9,0.629032,0.25
0.459,0.397,0.717742,0.43
0.231,0.714,0.927419,0.38
0.201,0.202,0.887097,0.17
0.229,0.481,0.959677,0.6
0.59,0.952,0.870968,0.32
0.316,0.76,0.862903,0.41
0.872,0.773,0.620968,0.46
0.697,0.71,0.870968,0.38
0.224,0.973,0.959677,0.36
0.45,0.619,0.943548,0.25
0.79,0.75,0.959677,0.54
0.135,0.969,0.870968,0.2
0.79,0.85,0.887097,0.42
0.245,0.88,0.967742,0.19
0.369,0.871,0.887097,0.22
0.191,0.518,0.919355,0.09
0.35,0.496,0.870968,0.48
0.423,0.654,0.862903,0.43
0.303,0.812,0.879032,0.26
0.04,0.413,0.943548,0.32
0.978,0.887,0.91129,0.28
0.249,0.629,0.943548,0.23
0.689,0.807,0.814516,0.58
0.766,0.825,0.854839,0.46
0.417,0.26,0.951613,0.5
0.8,0.945,0.879032,0.5
0.212,0.86,0.967742,0.2
0.458,0.873,0.959677,0.38
0.302,0.435,0.701613,0.44
0.925,0.687,0.612903,0.23
0.699,0.53,0.653226,0.73
0.403,0.716,0.870968,0.09
0.599,0.651,0.959677,0.75
0.065,0.792,0.935484,0.24
0.215,0.526,0.959677,0.32
0.329,0.777,0.919355,0.62
0.114,0.811,0.919355,0.72
0.485,0.918,0.887097,0.39
0.2,0.689,0.830645,0.35
0.859,0.692,0.572581,0.21
0.961,0.615,0.91129,0.26
0.146,0.509,0.879032,0.2
0.068,0.683,0.927419,0.22
0.903,0.764,0.870968,0.32
0.334,0.523,0.959677,0.17
0.747,0.753,0.822581,0.48
0.943,0.946,0.83871,0.51
0.127,0.124,0.951613,0.32
0.649,0.928,0.887097,0.49
0.569,0.838,0.806452,0.24
0.526,0.825,0.725806,0.21
0.175,0.939,0.806452,0.19
0.315,0.42,0.959677,0.49
0.061,0.888,0.943548,0.32
0.583,0.704,0.572581,0.73
0.573,0.844,0.967742,0.55
0.193,0.972,0.91129,0.35
0.183,0.97,0.927419,0.32
0.325,0.762,0.959677,0.22
0.77,0.801,0.967742,0.38
0.104,0.288,0.830645,0.24
0.39,0.449,0.798387,0.41
0.686,0.38,0.806452,0.14
0.122,0.326,0.951613,0.24
0.554,0.545,0.943548,0.26
0.313,0.285,0.741935,0.01
0.272,0.378,0.903226,0.54
0.412,0.904,0.741935,0.27
0.613,0.254,0.887097,0.29
0.259,0.391,0.870968,0.26
0.354,0.754,0.58871,0.27
0.648,0.518,0.822581,0.14
0.217,0.532,0.790323,0.31
0.479,0.952,0.822581,0.19
0.291,0.503,0.943548,0.3
0.52,0.596,0.91129,0.33
0.936,0.797,0.725806,0.37
0.273,0.501,0.951613,0.38
0.605,0.341,0.91129,0.38
0.387,0.861,0.540323,0.44
0.357,0.264,0.951613,0.59
0.616,0.347,0.854839,0.69
0.837,0.815,0.814516,0.66
0.97,0.913,0.887097,0.45
0.683,0.693,0.604839,0.21
0.72,0.884,0.935484,0.52
0.326,0.893,0.83871,0.49
0.224,0.982,0.879032,0.34
0.686,0.691,0.685484,0.19
0.329,0.593,0.919355,0.59
0.115,0.648,0.854839,0.5
0.285,0.741,0.806452,0.24
0.173,0.957,0.927419,0.21
0.653,0.722,0.717742,0.5
0.651,0.483,0.830645,0.4
0.323,0.807,0.919355,0.25
0.411,0.929,0.846774,0.5
0.626,0.985,0.846774,0.32
0.502,0.444,0.951613,0.33
0.255,0.584,0.846774,0.44
0.156,0.938,0.895161,0.4
0.526,0.834,0.935484,0.67
0.036,0.103,0.959677,0.33
0.129,0.417,0.951613,0.43
0.752,0.829,0.903226,0.56
0.619,0.646,0.959677,0.61
0.965,0.974,0.83871,0.75
0.055,0.25,0.637097,0.39
0.301,0.468,0.669355,0.42
0.037,0.079,0.903226,0.28
0.71,0.734,0.959677,0.41
0.033,0.994,0.927419,0.17
0.432,0.348,0.903226,0.28
0.108,0.015,0.903226,0.59
0.232,0.44,0.725806,0.66
0.734,0.726,0.854839,0.25
0.212,0.451,0.927419,0.45
0.133,0.992,0.951613,0.33
0.038,0.992,0.725806,0.21
0.654,0.4,0.604839,0.47
0.041,0.384,0.951613,0.39
0.921,0.869,0.943548,0.38
0.361,0.379,0.806452,0.35
0.858,0.403,0.959677,0.5
0.467,0.944,0.717742,0.31
0.229,0.598,0.919355,0.55
0.085,0.998,0.943548,0.23
0.527,0.725,0.806452,0.19
0.151,0.417,0.951613,0.45
0.216,0.913,0.854839,0.44
0.179,0.332,0.959677,0.51
0.587,0.599,0.83871,0.53
0.865,0.401,0.66129,0.39
0.391,0.648,0.879032,0.27
0.549,0.896,0.951613,0.52
0.38,0.487,0.870968,0.35
0.052,0.913,0.927419,0.21
0.857,0.722,0.637097,0.22
0.139,0.717,0.935484,0.13
0.309,0.987,0.919355,0.56
0.777,0.976,0.919355,0.47
0.274,0.988,0.887097,0.11
0.967,0.994,0.806452,0.21
0.762,0.503,0.572581,0.25
0.616,0.99,0.75,0.31
0.499,0.771,0.959677,0.44
0.224,0.454,0.959677,0.49
0.528,0.772,0.935484,0.37
0.248,0.148,0.774194,0.51
0.617,0.326,0.491935,0.32
0.36,0.795,0.927419,0.33
0.486,0.699,0.903226,0.14
0.557,0.939,0.959677,0.29
0.196,0.648,0.935484,0.7
0.79,0.486,0.782258,0.41
0.859,0.663,0.66129,0.5
0.172,0.061,0.951613,0.48
0.185,0.895,0.879032,0.45
0.385,0.635,0.83871,0.24
0.458,0.644,0.959677,0.45
0.309,0.223,0.959677,0.41
0.725,0.727,0.91129,0.4
0.389,0.57,0.846774,0.29
0.867,0.717,0.91129,0.3
0.503,0.669,0.927419,0.65
0.627,0.536,0.943548,0.41
0.749,0.342,0.959677,0.35
0.75,0.946,0.701613,0.43
0.227,0.678,0.935484,0.21
0.967,0.871,0.870968,0.65
0.327,0.39,0.959677,0.23
0.562,0.813,0.774194,0.22
0.753,0.699,0.741935,0.28
0.261,0.611,0.822581,0.63
0.601,0.68,0.91129,0.44
0.446,0.286,0.951613,0.41
0.039,0.647,0.927419,0.09
0.618,0.993,0.951613,0.26
0.434,0.951,0.895161,0.21
0.558,0.877,0.919355,0.45
0.209,0.774,0.91129,0.21
0.541,0.902,0.717742,0.3
0.425,0.86,0.91129,0.18
0.483,0.633,0.83871,0.42
0.87,0.742,0.943548,0.33
0.524,0.899,0.943548,0.56
0.223,0.721,0.951613,0.38
0.714,0.746,0.677419,0.36
0.181,0.517,0.951613,0.35
0.294,0.739,0.951613,0.34
0.38,0.201,0.741935,0.09
0.109,0.796,0.919355,0.35
0.159,0.279,0.862903,0.43
0.591,0.928,0.935484,0.35
0.048,0.963,0.943548,0.31
0.277,0.518,0.959677,0.6
0.366,0.3,0.959677,0.36
0.276,0.981,0.951613,0.38
0.407,0.806,0.798387,0.19
0.18,0.66,0.935484,0.46
0.449,0.712,0.870968,0.05
0.127,0.865,0.919355,0.25
0.333,0.963,0.83871,0.34
0.26,0.502,0.935484,0.28
0.569,0.833,0.75,0.49
0.934,0.647,0.790323,0.41
0.081,0.367,0.927419,0.13
0.545,0.969,0.903226,0.46
0.449,0.902,0.870968,0.17
0.324,0.99,0.822581,0.25
0.297,0.684,0.790323,0.46
0.721,0.351,0.959677,0.47
0.819,0.741,0.887097,0.26
0.7,0.745,0.895161,0.05
0.491,0.524,0.959677,0.44
0.861,0.577,0.959677,0.72
0.33,0.686,0.959677,0.4
0.575,0.934,0.903226,0.3
0.766,0.824,0.766129,0.39
0.364,0.681,0.919355,0.63
0.389,0.822,0.798387,0.21
0.036,0.179,0.870968,0.34
0.255,0.554,0.572581,0.19
0.399,0.477,0.935484,0.45
0.245,0.322,0.951613,0.3
0.15,0.02,0.959677,0.6
0.037,0.196,0.943548,0.12
0.543,0.341,0.927419,0.41
0.776,0.493,0.862903,0.28
0.904,0.553,0.612903,0.45
0.456,0.952,0.798387,0.29
0.964,0.445,0.677419,0.31
0.956,0.909,0.725806,0.45
0.797,0.628,0.959677,0.36
0.152,0.363,0.830645,0.19
0.175,0.556,0.903226,0.52
0.705,0.885,0.798387,0.19
0.216,0.531,0.927419,0.45
0.787,0.775,0.75,0.41
0.52,0.392,0.637097,0.63
0.571,0.856,0.798387,0.32
0.12,0.6,0.879032,0.29
0.392,0.754,0.927419,0.36
0.649,0.591,0.967742,0.25
0.865,0.973,0.814516,0.35
0.345,0.886,0.959677,0.28
0.074,0.887,0.959677,0.37
0.216,0.094,0.862903,0.33
0.421,0.44,0.725806,0.52
0.806,0.202,0.91129,0.19
0.495,0.864,0.862903,0.53
0.493,0.437,0.733871,0.44
0.394,0.567,0.927419,0.3
0.297,0.892,0.959677,0.36
0.627,0.746,0.75,0.29
0.263,0.804,0.927419,0.43
0.167,0.301,0.919355,0.36
0.175,0.989,0.951613,0.29
0.423,0.884,0.887097,0.25
0.828,0.856,0.830645,0.27
0.217,0.752,0.903226,0.21
0.405,0.352,0.879032,0.24
0.812,0.747,0.935484,0.24
0.559,0.772,0.951613,0.3
0.963,0.807,0.620968,0.23
0.232,0.525,0.959677,0.48
0.178,0.286,0.959677,0.35
0.825,0.778,0.774194,0.28
0.483,0.861,0.854839,0.46
0.257,0.184,0.919355,0.36
0.482,0.348,0.959677,0.22
0.457,0.686,0.959677,0.37
0.862,0.473,0.806452,0.33
0.21,0.646,0.927419,0.31
0.781,0.74,0.959677,0.32
0.158,0.672,0.806452,0.41
0.107,0.354,0.919355,0.52
0.488,0.853,0.927419,0.3
0.47,0.95,0.887097,0.23
0.368,0.923,0.959677,0.25
0.831,0.76,0.790323,0.43
0.634,0.577,0.758065,0.07
0.037,0.998,0.903226,0.17
0.115,0.404,0.895161,0.26
0.221,0.128,0.564516,0.3
0.559,0.664,0.951613,0.57
0.414,0.905,0.83871,0.45
0.728,0.919,0.782258,0.49
0.729,0.699,0.903226,0.24
0.117,0.666,0.951613,0.13
0.88,0.754,0.846774,0.52
0.565,0.661,0.709677,0.37
0.459,0.9,0.951613,0.53
0.421,0.579,0.959677,0.56
0.403,0.625,0.943548,0.25
0.21,0.741,0.91129,0.29
0.188,0.334,0.959677,0.52
0.46,0.659,0.790323,0.51
0.032,0.708,0.943548,0.2
0.599,0.849,0.935484,0.57
0.756,0.27,0.717742,0.49
0.648,0.689,0.951613,0.3
0.605,0.835,0.677419,0.13
0.516,0.476,0.959677,0.54
0.349,0.238,0.862903,0.62
0.185,0.149,0.854839,0.21
0.346,0.647,0.967742,0.33
0.1,0.951,0.83871,0.45
0.286,0.539,0.959677,0.56
0.643,0.924,0.927419,0.38
0.15,0.761,0.862903,0.37
0.866,0.882,0.669355,0.47
0.659,0.463,0.822581,0.34
0.409,0.292,0.927419,0.46
0.219,0.407,0.943548,0.26
0.649,0.603,0.951613,0.47
0.278,0.958,0.854839,0.23
0.455,0.328,0.596774,0.42
0.165,0.657,0.790323,0.34
0.352,0.945,0.887097,0.24
0.128,0.045,0.508065,0.51
0.453,0.403,0.766129,0.58
0.656,0.601,0.951613,0.41
0.294,0.814,0.943548,0.1
0.316,0.218,0.895161,0.35
0.094,0.659,0.91129,0.12
0.124,0.157,0.887097,0.39
0.663,0.765,0.951613,0.41
0.301,0.114,0.846774,0.24
0.521,0.366,0.887097,0.41
0.714,0.876,0.887097,0.06
0.664,0.939,0.959677,0.49
0.853,0.72,0.741935,0.46
0.567,0.924,0.919355,0.65
0.52,0.831,0.935484,0.16
0.412,0.976,0.951613,0.07
0.501,0.823,0.854839,0.53
0.619,0.932,0.572581,0.75
0.158,0.088,0.822581,0.48
0.853,0.794,0.943548,0.53
0.574,0.738,0.556452,0.13
0.697,0.9,0.870968,0.36
0.607,0.708,0.943548,0.43
0.968,0.842,0.903226,0.36
0.374,0.793,0.830645,0.28
0.555,0.505,0.927419,0.55
0.235,0.61,0.895161,0.56
0.137,0.58,0.91129,0.38
0.036,0.181,0.927419,0.13
0.604,0.672,0.83871,0.2
0.537,0.758,0.903226,0.48
0.177,0.99,0.959677,0.35
0.486,0.387,0.943548,0.39
0.678,0.891,0.814516,0.04
0.434,0.399,0.66129,0.26
0.334,0.817,0.846774,0.43
0.217,0.422,0.943548,0.23
0.902,0.699,0.935484,0.47
0.274,0.925,0.870968,0.31
0.288,0.929,0.685484,0.58
0.257,0.542,0.604839,0.22
0.425,0.962,0.895161,0.31
0.344,0.568,0.91129,0.13
0.273,0.741,0.879032,0.24
0.367,0.853,0.645161,0.2
0.818,0.673,0.572581,0.52
0.288,0.89,0.830645,0.32
0.466,0.596,0.91129,0.21
0.574,0.734,0.943548,0.46
0.28,0.864,0.959677,0.55
0.39,0.559,0.967742,0.18
0.078,0.834,0.895161,0.2
0.335,0.584,0.935484,0.43
0.039,0.046,0.830645,0.38
0.194,0.869,0.733871,0.41
0.531,0.395,0.677419,0.39
0.41,0.936,0.846774,0.31
0.381,0.913,0.967742,0.35
0.191,0.263,0.854839,0.3
0.289,0.347,0.91129,0.66
0.458,0.896,0.91129,0.3
0.6,0.928,0.854839,0.66
0.633,0.865,0.895161,0.24
0.256,0.894,0.943548,0.33
0.548,0.837,0.959677,0.35
0.687,0.865,0.854839,0.4
0.039,0.606,0.862903,0.15
0.213,0.803,0.887097,0.24
0.287,0.5,0.822581,0.42
0.807,0.606,0.725806,0.23
0.119,0.995,0.935484,0.34
0.89,0.812,0.903226,0.31
0.211,0.932,0.967742,0.39
0.856,0.857,0.862903,0.72
0.191,0.365,0.951613,0.61
0.76,0.47,0.58871,0.18
0.481,0.856,0.927419,0.21
0.398,0.728,0.943548,0.37
0.436,0.843,0.959677,0.3
0.436,0.163,0.870968,0.26
0.299,0.647,0.629032,0.47
0.467,0.283,0.887097,0.48
0.73,0.906,0.814516,0.37
0.082,0.198,0.870968,0.06
0.376,0.481,0.935484,0.65
0.58,0.52,0.741935,0.3
0.341,0.44,0.709677,0.49
0.593,0.922,0.830645,0.36
0.939,0.406,0.895161,0.43
0.296,0.88,0.951613,0.46
0.612,0.821,0.879032,0.23
0.388,0.708,0.935484,0.45
0.666,0.633,0.782258,0.42
0.917,0.44,0.540323,0.36
0.575,0.459,0.967742,0.27
0.145,0.439,0.935484,0.42
0.072,0.334,0.951613,0.15
0.331,0.51,0.959677,0.46
0.873,0.711,0.854839,0.27
0.435,0.968,0.927419,0.2
0.058,0.982,0.790323,0.06
0.559,0.762,0.879032,0.14
0.721,0.476,0.709677,0.3
0.788,0.728,0.564516,0.24
0.525,0.891,0.709677,0.13
0.249,0.902,0.91129,0.23
0.077,0.471,0.830645,0.05
0.137,0.18,0.870968,0.28
0.513,0.946,0.895161,0.32
0.5,0.917,0.709677,0.33
0.291,0.5,0.701613,0.23
0.092,0.766,0.879032,0.48
0.619,0.633,0.830645,0.2
0.641,0.585,0.927419,0.45
0.186,0.922,0.959677,0.17
0.683,0.725,0.91129,0.27
0.4,0.976,0.959677,0.31
0.816,0.833,0.669355,0.76
0.69,0.686,0.959677,0.48
0.684,0.896,0.879032,0.45
0.341,0.803,0.854839,0.2
0.115,0.491,0.943548,0.19
0.759,0.848,0.919355,0.31
0.852,0.455,0.572581,0.38
0.442,0.801,0.580645,0.36
0.238,0.439,0.927419,0.63
0.112,0.445,0.846774,0.16
0.181,0.309,0.604839,0.37
0.404,0.476,0.959677,0.5
0.054,0.427,0.943548,0.26
0.794,0.473,0.895161,0.1
0.052,0.682,0.935484,0.27
0.207,0.591,0.862903,0.42
0.47,0.893,0.91129,0.27
0.772,0.723,0.903226,0.15
0.565,0.46,0.951613,0.52
0.396,0.373,0.903226,0.16
0.474,0.862,0.927419,0.43
0.879,0.337,0.959677,0.26
0.807,0.903,0.854839,0.3
0.641,0.491,0.887097,0.2
0.573,0.786,0.870968,0.73
0.039,0.472,0.951613,0.59
0.963,0.882,0.693548,0.51
0.747,0.949,0.943548,0.54
0.466,0.138,0.895161,0.11
0.357,0.423,0.927419,0.21
0.257,0.917,0.943548,0.31
0.127,0.736,0.927419,0.08
0.116,0.16,0.879032,0.39
0.211,0.454,0.854839,0.43
0.399,0.872,0.629032,0.29
0.098,0.244,0.822581,0.28
0.282,0.317,0.564516,0.45
0.547,0.774,0.806452,0.72
0.416,0.963,0.854839,0.37
0.294,0.925,0.725806,0.07
0.178,0.246,0.774194,0.53
0.633,0.907,0.709677,0.37
0.287,0.333,0.951613,0.43
0.763,0.753,0.58871,0.41
0.715,0.654,0.951613,0.32
0.426,0.896,0.887097,0.16
0.779,0.884,0.903226,0.23
0.538,0.598,0.959677,0.41
0.141,0.997,0.967742,0.27
0.732,0.349,0.701613,0.24
0.238,0.414,0.854839,0.35
0.493,0.459,0.66129,0.62
0.207,0.311,0.516129,0.39
0.383,0.627,0.806452,0.4
0.833,0.64,0.556452,0.42
0.571,0.849,0.951613,0.47
0.453,0.754,0.919355,0.34
0.443,0.616,0.717742,0.36
0.47,0.991,0.903226,0.42
0.892,0.892,0.854839,0.57
0.247,0.274,0.927419,0.28
0.852,0.914,0.604839,0.17
0.79,0.479,0.798387,0.18
0.483,0.906,0.879032,0.42
0.379,0.375,0.967742,0.33
0.356,0.487,0.758065,0.37
0.653,0.732,0.887097,0.48
0.591,0.377,0.846774,0.34
0.878,0.743,0.830645,0.67
0.576,0.89,0.903226,0.36
0.389,0.872,0.887097,0.3
0.397,0.44,0.758065,0.16
0.84,0.682,0.951613,0.5
0.54,0.762,0.862903,0.44
0.664,0.555,0.951613,0.3
0.395,0.786,0.927419,0.35
0.121,0.96,0.943548,0.39
0.267,0.883,0.959677,0.3
0.043,0.096,0.846774,0.38
0.038,0.302,0.862903,0.35
0.127,0.382,0.927419,0.41
0.062,0.083,0.733871,0.47
0.269,0.967,0.943548,0.32
0.381,0.902,0.959677,0.18
0.603,0.198,0.66129,0.45
0.16,0.501,0.943548,0.38
0.698,0.779,0.879032,0.38
0.541,0.779,0.879032,0.4
0.78,0.474,0.935484,0.26
0.29,0.523,0.951613,0.64
0.687,0.541,0.943548,0.27
0.049,0.026,0.935484,0.4
0.308,0.276,0.774194,0.47
0.745,0.306,0.959677,0.34
0.252,0.971,0.959677,0.48
0.485,0.861,0.862903,0.28
0.502,0.732,0.846774,0.26
0.095,0.538,0.959677,0.57
0.327,0.473,0.959677,0.55
0.81,0.805,0.919355,0.23
0.163,0.597,0.927419,0.38
0.521,0.947,0.91129,0.2
0.298,0.248,0.887097,0.47
0.678,0.832,0.943548,0.25
0.553,0.448,0.733871,0.47
0.389,0.929,0.919355,0.3
0.231,0.076,0.540323,0.47
0.422,0.756,0.935484,0.54
0.501,0.977,0.935484,0.4
0.901,0.689,0.951613,0.26
0.111,0.798,0.895161,0.17
0.033,0.511,0.927419,0.25
0.415,0.505,0.895161,0.48
0.205,0.234,0.879032,0.43
0.187,0.192,0.862903,0.49
0.431,0.668,0.685484,0.3
0.327,0.943,0.895161,0.37
0.426,0.635,0.887097,0.3
0.214,0.336,0.862903,0.22
0.156,0.657,0.862903,0.26
0.326,0.839,0.91129,0.4
0.161,0.543,0.959677,0.62
0.75,0.953,0.959677,0.5
0.676,0.683,0.854839,0.34
0.827,0.896,0.887097,0.48
0.475,0.53,0.798387,0.23
0.028,0.031,0.91129,0.19
0.439,0.507,0.741935,0.35
0.358,0.722,0.669355,0.26
0.036,0.254,0.951613,0.3
0.477,0.606,0.725806,0.45
0.24,0.384,0.91129,0.23
0.16,0.962,0.846774,0.29
0.538,0.801,0.895161,0.5
0.209,0.119,0.870968,0.48
0.511,0.724,0.862903,0.26
0.321,0.213,0.822581,0.39
0.938,0.72,0.846774,0.34
0.445,0.108,0.725806,0.46
0.661,0.896,0.951613,0.34
0.56,0.809,0.895161,0.33
0.593,0.763,0.967742,0.27
0.181,0.625,0.951613,0.52
0.04,0.311,0.935484,0.24
0.046,0.433,0.830645,0.23
0.323,0.367,0.790323,0.29
0.625,0.175,0.620968,0.13
0.598,0.888,0.798387,0.46
0.099,0.947,0.959677,0.31
0.26,0.693,0.846774,0.17
0.266,0.595,0.830645,0.5
0.544,0.666,0.862903,0.37
0.521,0.988,0.959677,0.61
0.417,0.834,0.846774,0.23
0.309,0.915,0.862903,0.47
0.729,0.668,0.572581,0.28
0.313,0.773,0.959677,0.59
0.152,0.547,0.903226,0.38
0.144,0.635,0.774194,0.56
0.728,0.53,0.879032,0.25
0.522,0.464,0.951613,0.33
0.785,0.86,0.959677,0.51
0.352,0.969,0.91129,0.37
0.262,0.829,0.862903,0.29
0.322,0.965,0.870968,0.32
0.488,0.908,0.895161,0.33
0.076,0.993,0.919355,0.19
0.383,0.302,0.943548,0.44
0.768,0.841,0.959677,0.34
0.744,0.658,0.669355,0.14
0.134,0.975,0.862903,0.27
0.339,0.733,0.935484,0.31
0.068,0.212,0.943548,0.16
0.702,0.668,0.774194,0.25
0.736,0.883,0.927419,0.5
0.078,0.405,0.806452,0.36
0.768,0.882,0.903226,0.23
0.402,0.16,0.919355,0.62
0.254,0.466,0.935484,0.2
0.195,0.99,0.862903,0.23
0.301,0.73,0.959677,0.46
0.368,0.764,0.798387,0.41
0.191,0.429,0.927419,0.21
0.605,0.971,0.91129,0.48
0.225,0.559,0.943548,0.21
0.884,0.726,0.814516,0.27
0.729,0.653,0.629032,0.09
0.492,0.318,0.951613,0.59
0.233,0.989,0.862903,0.45
0.515,0.637,0.83871,0.33
0.599,0.829,0.725806,0.34
0.677,0.793,0.943548,0.43
0.391,0.505,0.943548,0.69
0.529,0.409,0.854839,0.34
0.074,0.843,0.951613,0.65
0.199,0.392,0.556452,0.33
0.107,0.536,0.935484,0.66
0.718,0.467,0.66129,0.32
0.374,0.39,0.943548,0.52
0.753,0.819,0.846774,0.3
0.207,0.455,0.766129,0.25
0.322,0.999,0.653226,0.18
0.23,0.875,0.951613,0.3
0.874,0.372,0.83871,0.12
0.511,0.822,0.887097,0.25
0.772,0.58,0.870968,0.25
0.065,0.716,0.951613,0.28
0.145,0.581,0.943548,0.72
0.411,0.827,0.943548,0.53
0.571,0.324,0.58871,0.42
0.89,0.925,0.830645,0.18
0.283,0.842,0.733871,0.49
0.838,0.443,0.951613,0.26
0.243,0.713,0.903226,0
0.237,0.706,0.927419,0.06
0.206,0.694,0.870968,0.37
0.044,0.966,0.701613,0.2
0.286,0.975,0.919355,0.21
0.432,0.424,0.967742,0.42
0.107,0.976,0.959677,0.25
0.928,0.88,0.959677,0.34
0.151,0.813,0.951613,0.38
0.351,0.731,0.959677,0.28
0.625,0.602,0.766129,0.09
0.496,0.985,0.935484,0.16
0.96,0.704,0.862903,0.49
0.814,0.57,0.959677,0.67
0.031,0.192,0.879032,0.09
0.98,0.804,0.959677,0.37
0.709,0.668,0.822581,0.35
0.387,0.232,0.959677,0.54
0.533,0.186,0.919355,0.39
0.447,0.772,0.806452,0.19
0.511,0.558,0.927419,0.39
0.479,0.84,0.733871,0.27
0.039,0.987,0.935484,0.17
0.33,0.813,0.830645,0.36
0.03,0.073,0.951613,0.4
0.276,0.935,0.967742,0.26
0.804,0.97,0.959677,0.27
0.596,0.649,0.717742,0.58
0.532,0.407,0.935484,0.41
0.03,0.104,0.943548,0.37
0.609,0.921,0.870968,0.42
0.635,0.624,0.967742,0.33
0.802,0.869,0.798387,0.09
0.367,0.791,0.790323,0.26
0.068,0.138,0.943548,0.35
0.715,0.965,0.935484,0.63
0.116,0.502,0.943548,0.22
0.613,0.563,0.935484,0.23
0.561,0.45,0.806452,0.37
0.295,0.975,0.959677,0.51
0.294,0.112,0.435484,0.3
0.095,0.287,0.935484,0.33
0.649,0.662,0.887097,0.16
0.256,0.577,0.919355,0.28
